"","...1","program","parent_project","project","station_name","year","month","date","collection_time","collection_depth","unit_collection_depth","collection_replicate","lab_replicate","tox_batch","matrix_name","method_name","tox_test_dur_code","organism_name","analyte","unit","wq_source","time_point_name","result","result_qual_code","tox_result_qa_code","qa_code","sample_agency","group_samples","collection_method_name","latitude","longitude","collection_device_description","position_water_column","tie_narrative","dilution","tox_point_method","treatment","unit_treatment","treatment_concentration","lab_agency","submitting_agency","tox_batch_start_date","ref_tox_batch","organism_age_at_test_start","occupation_method","starting_bank","distance_from_bank","unit_distance_from_bank","stream_width","unit_stream_width","station_water_depth","unit_station_water_depth","hydro_mod","hydro_mod_loc","pct_control","rep_count","mean","std_dev","stat_method","probability","alphalevel","eval_threshold","msd","sig_effect_code","channel_width","upstream_length","downstream_length","total_reach","calculated_value","percent_effect","dw_analyte_name","data_quality","data_quality_indicator","datum","year_num"
"283",23634,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","10","21",1899-12-30 16:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_102198","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"284",23635,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","10","21",1899-12-30 16:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,12.5,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"285",23636,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","11","17",1899-12-30 11:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,20,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"286",23637,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","11","17",1899-12-30 11:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",8.01,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"287",23638,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","12","14",1899-12-30 15:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.42,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"288",23639,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento River/Colusa-520ST1313","1998","12","14",1899-12-30 15:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.14,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",39.2142,-121.9992,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD27",1998
"289",23640,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","06","23",1899-12-30 17:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"290",23641,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","06","23",1899-12-30 17:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"291",23642,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","07","21",1899-12-30 19:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_072398","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.31,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"292",23643,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","07","21",1899-12-30 19:10:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_072398","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",8.27,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 23 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"293",23644,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"294",23645,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 1",8.15,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"295",23646,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.22,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"296",23647,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:35:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_082098","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NAD83",1998
"297",23648,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:35:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,2.5,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NAD83",1998
"298",23649,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","08","18",1899-12-30 10:35:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_082098","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",8.34,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 20 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NAD83",1998
"299",23650,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","09","16",1899-12-30 17:22:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_091798","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.2,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 17 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"300",23651,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","10","20",1899-12-30 18:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.521,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"301",23652,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","10","20",1899-12-30 18:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_102198","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,15,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"302",23653,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","10","20",1899-12-30 18:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102198","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.64,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"303",23654,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","11","16",1899-12-30 15:50:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.362,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"304",23655,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","11","16",1899-12-30 15:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111898","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.55,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"305",23656,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","11","16",1899-12-30 15:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111898","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.4,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"306",23657,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","11","16",1899-12-30 15:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_111898","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.9,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 18 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"307",23658,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Sacramento Slough (SVWQC)","1998","12","14",1899-12-30 14:50:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.7833,-121.6338,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"308",23659,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","06","24",1899-12-30 10:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NR",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"309",23660,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","06","24",1899-12-30 10:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_062598","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",7.84,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"310",23661,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","06","24",1899-12-30 10:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_062598","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",7.84,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 25 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"311",23662,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","12","14",1899-12-30 09:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_121698","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.406,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"312",23663,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","12","14",1899-12-30 09:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_121698","samplewater","Not Recorded","7 days","Pimephales promelas","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,5,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"313",23664,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","12","14",1899-12-30 09:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_121698","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.26,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
